,city,state,stores
6652,julian,nc,1
6653,kannapolis,nc,6
6654,kenansville,nc,1
6655,kenly,nc,2
6656,kernersville,nc,3
6657,king,nc,2
6658,kings-mountain,nc,6
6659,kinston,nc,7
6660,kittrell,nc,1
6661,knightdale,nc,1
6662,knotts-island,nc,1
6663,la-grange,nc,2
6664,lake-waccamaw,nc,1
6665,laurel-hill,nc,1
6666,laurinburg,nc,4
6667,lawndale,nc,1
6668,lawsonville,nc,1
6669,leasburg,nc,1
6670,leicester,nc,1
6671,leland,nc,3
6672,lenoir,nc,7
6673,lewiston,nc,1
6674,lexington,nc,11
6675,liberty,nc,1
6676,lilesville,nc,1
6677,lillington,nc,5
6678,lincolnton,nc,6
6679,linwood,nc,1
6680,littleton,nc,1
6681,locust,nc,1
6682,longwood,nc,1
6683,louisburg,nc,4
6684,lowell,nc,1
6685,lucama,nc,1
6686,lumber-bridge,nc,1
6687,lumberton,nc,8
6688,madison,nc,2
6689,maggie-valley,nc,1
6690,magnolia,nc,1
6691,maiden,nc,3
6692,manson,nc,1
6693,manteo,nc,1
6694,maple-hill,nc,1
6695,marble,nc,1
6696,marion,nc,6
6697,mars-hill,nc,1
6698,marshville,nc,2
6699,maxton,nc,2
6700,mayodan,nc,1
6701,maysville,nc,1
6702,mcleansville,nc,1
6703,mebane,nc,3
6704,merry-hill,nc,1
6705,micro,nc,1
6706,middleburg,nc,1
6707,middlesex,nc,2
6708,midway-park,nc,1
6709,mill-spring,nc,2
6710,millers-creek,nc,1
6711,mills-river,nc,1
6712,mint-hill,nc,2
6713,mocksville,nc,5
6714,monroe,nc,6
6715,mooresboro,nc,1
6716,mooresville,nc,6
6717,morehead-city,nc,1
6718,morganton,nc,10
6719,mount-airy,nc,10
6720,mount-gilead,nc,2
6721,mount-holly,nc,1
6722,mount-olive,nc,2
6723,mount-pleasant,nc,1
6724,moyock,nc,1
6725,murfreesboro,nc,1
6726,murphy,nc,4
6727,nashville,nc,2
6728,nebo,nc,2
6729,new-bern,nc,7
6730,new-london,nc,1
6731,newland,nc,3
6732,newport,nc,5
6733,newton,nc,3
6734,newton-grove,nc,2
6735,norlina,nc,1
6736,norman,nc,1
6737,north-wilkesboro,nc,5
6738,norwood,nc,2
6739,oak-island,nc,1
6740,oakboro,nc,2
6741,ocean-isle-beach,nc,1
6742,old-fort,nc,2
6743,oriental,nc,1
6744,orrum,nc,0
6745,oxford,nc,4
6746,parkton,nc,1
6747,peachland,nc,1
6748,peletier,nc,1
6749,pelham,nc,1
6750,pembroke,nc,4
6751,pfafftown,nc,1
6752,pikeville,nc,2
6753,pilot-mountain,nc,2
6754,pine-hall,nc,1
6755,pine-level,nc,1
6756,pinebluff,nc,1
6757,pinetops,nc,1
6758,pineville,nc,1
6759,pink-hill,nc,1
6760,pinnacle,nc,1
6761,pisgah-forest,nc,2
6762,pittsboro,nc,1
6763,pleasant-garden,nc,1
6764,plymouth,nc,1
6765,point-harbor,nc,1
6766,polkton,nc,1
6767,pollocksville,nc,1
6768,powellsville,nc,1
6769,princeton,nc,1
6770,princeville,nc,1
6771,prospect-hill,nc,1
6772,providence,nc,1
6773,raeford,nc,5
6774,raleigh,nc,5
6775,ramseur,nc,2
6776,randleman,nc,2
6777,red-oak,nc,1
6778,red-springs,nc,2
6779,reidsville,nc,6
6780,rennert,nc,1
6781,rich-square,nc,1
6782,richfield,nc,1
6783,richlands,nc,1
6784,roanoke-rapids,nc,4
6785,robbins,nc,2
6786,robbinsville,nc,1
6787,robersonville,nc,1
6788,rockingham,nc,5
6789,rockwell,nc,2
6790,rocky-mount,nc,12
6791,rocky-point,nc,1
6792,rolesville,nc,1
6793,ronda,nc,1
6794,roper,nc,1
6795,rose-hill,nc,3
6796,roseboro,nc,1
6797,rougemont,nc,1
6798,rowland,nc,1
6799,roxboro,nc,5
6800,rutherfordton,nc,3
6801,saint-pauls,nc,1
6802,salemburg,nc,1
6803,salisbury,nc,9
6804,salter-path,nc,1
6805,saluda,nc,1
6806,sandy-ridge,nc,1
6807,sanford,nc,9
6808,sapphire,nc,1
6809,scaly-mountain,nc,1
6810,scotland-neck,nc,1
6811,sea-level,nc,1
6812,seaboard,nc,1
6813,seagrove,nc,1
6814,selma,nc,3
6815,semora,nc,1
6816,seven-springs,nc,1
6817,shallotte,nc,3
6818,sharpsburg,nc,1
6819,shelby,nc,10
6820,shiloh,nc,1
6821,siler-city,nc,2
6822,sims,nc,1
6823,smithfield,nc,2
6824,sneads-ferry,nc,2
6825,snow-camp,nc,1
6826,snow-hill,nc,2
6827,southern-pines,nc,1
6828,southport,nc,2
6829,sparta,nc,1
6830,spencer,nc,1
6831,spindale,nc,2
6832,spring-hope,nc,2
6833,spring-lake,nc,2
6834,spruce-pine,nc,2
6835,stallings,nc,1
6836,stanley,nc,2
6837,stantonsburg,nc,2
6838,star,nc,0
6839,state-road,nc,1
6840,statesville,nc,12
6841,stedman,nc,2
6842,stem,nc,1
6843,stokes,nc,1
6844,stokesdale,nc,2
6845,stoneville,nc,1
6846,stony-point,nc,1
6847,stovall,nc,1
6848,summerfield,nc,2
6849,sunset-beach,nc,2
6850,supply,nc,2
6851,surf-city,nc,1
6852,swannanoa,nc,1
6853,swansboro,nc,1
6854,sylva,nc,2
6855,tabor-city,nc,3
6856,tar-heel,nc,1
6857,tarboro,nc,3
6858,taylorsville,nc,3
6859,thomasville,nc,7
6860,thurmond,nc,1
6861,timberlake,nc,1
6862,tobaccoville,nc,1
6863,trenton,nc,1
6864,trinity,nc,2
6865,troutman,nc,2
6866,troy,nc,1
6867,tryon,nc,2
6868,tuckasegee,nc,1
6869,turkey,nc,1
6870,tyner,nc,1
6871,union-mills,nc,1
6872,valdese,nc,1
6873,vale,nc,3
6874,vanceboro,nc,2
6875,vass,nc,3
6876,vilas,nc,1
6877,wadesboro,nc,2
6878,wagram,nc,1
6879,wake-forest,nc,1
6880,walkertown,nc,1
6881,wallace,nc,2
6882,walnut-cove,nc,2
6883,warrensville,nc,1
6884,warrenton,nc,2
6885,warsaw,nc,1
6886,washington,nc,4
6887,waves,nc,1
6888,waxhaw,nc,1
6889,waynesville,nc,5
6890,weaverville,nc,2
6891,welcome,nc,1
6892,wendell,nc,1
6893,west-end,nc,2
6894,west-jefferson,nc,1
6895,whiteville,nc,5
6896,whittier,nc,1
6897,wilkesboro,nc,4
6898,willard,nc,1
6899,williamston,nc,2
6900,willow-spring,nc,2
6901,wilmington,nc,11
6902,wilson,nc,6
6903,windsor,nc,1
6904,wingate,nc,1
6905,winnabow,nc,1
6906,winston-salem,nc,14
6907,winston-salem,nc,14
6908,winterville,nc,3
6909,woodland,nc,1
6910,woodleaf,nc,1
6911,yadkinville,nc,2
6912,yanceyville,nc,1
6913,youngsville,nc,2
6914,zebulon,nc,4
6915,zionville,nc,1
6916,zirconia,nc,1
6917,beach,nd,1
6918,belfield,nd,1
6919,beulah,nd,1
6920,bowman,nd,1
6921,burlington,nd,1
6922,cando,nd,1
6923,carrington,nd,1
6924,casselton,nd,1
6925,cavalier,nd,1
6926,center,nd,1
6927,cooperstown,nd,1
6928,crosby,nd,1
6929,dickinson,nd,1
6930,dunseith,nd,1
6931,edgeley,nd,1
6932,elgin,nd,1
6933,ellendale,nd,1
6934,emerado,nd,1
6935,enderlin,nd,1
6936,garrison,nd,1
6937,glen-ullin,nd,1
6938,grafton,nd,1
6939,gwinner,nd,1
6940,hankinson,nd,1
6941,harvey,nd,1
6942,hazen,nd,1
6943,hillsboro,nd,1
6944,jamestown,nd,1
6945,kenmare,nd,1
6946,killdeer,nd,1
6947,lakota,nd,1
6948,langdon,nd,1
6949,larimore,nd,1
6950,lidgerwood,nd,1
6951,lincoln,nd,1
6952,linton,nd,1
6953,lisbon,nd,1
6954,mayville,nd,1
6955,minot,nd,4
6956,mohall,nd,1
6957,new-england,nd,1
6958,new-rockford,nd,1
6959,new-salem,nd,1
6960,northwood,nd,1
6961,oakes,nd,1
6962,park-river,nd,1
6963,parshall,nd,1
6964,richardton,nd,1
6965,rolla,nd,1
6966,rugby,nd,1
6967,stanley,nd,1
6968,steele,nd,1
6969,thompson,nd,1
6970,tioga,nd,1
6971,underwood,nd,1
6972,valley-city,nd,1
6973,velva,nd,1
6974,wahpeton,nd,1
6975,walhalla,nd,1
6976,watford-city,nd,1
6977,west-fargo,nd,1
6978,williston,nd,2
6979,wilton,nd,1
6980,wyndmere,nd,1
6981,aberdeen,oh,1
6982,ada,oh,1
6983,akron,oh,19
6984,albany,oh,1
6985,alliance,oh,3
6986,amanda,oh,2
6987,amelia,oh,1
6988,amherst,oh,4
6989,amsterdam,oh,1
6990,andover,oh,1
6991,ansonia,oh,1
6992,antwerp,oh,1
6993,apple-creek,oh,1
6994,arcanum,oh,1
6995,archbold,oh,2
6996,arlington,oh,1
6997,ashland,oh,3
6998,ashley,oh,1
6999,ashtabula,oh,4
7000,ashville,oh,1
7001,athens,oh,2
7002,attica,oh,1
7003,atwater,oh,1
7004,austinburg,oh,1
7005,austintown,oh,1
7006,bainbridge,oh,1
7007,baltimore,oh,1
7008,barberton,oh,1
7009,barnesville,oh,1
7010,bartlett,oh,1
7011,batavia,oh,2
7012,beach-city,oh,1
7013,beaver,oh,1
7014,beavercreek,oh,1
7015,beaverdam,oh,1
7016,bedford,oh,1
7017,bellaire,oh,1
7018,bellbrook,oh,1
7019,belle-center,oh,1
7020,bellefontaine,oh,3
7021,bellevue,oh,2
7022,belmont,oh,1
7023,beloit,oh,2
7024,belpre,oh,2
7025,berea,oh,1
7026,berlin,oh,1
7027,bethel,oh,1
7028,bidwell,oh,1
7029,big-prairie,oh,1
7030,birmingham,oh,1
7031,blanchester,oh,1
7032,bloomingburg,oh,1
7033,bluffton,oh,1
7034,bolivar,oh,1
7035,botkins,oh,1
7036,bowling-green,oh,1
7037,bradford,oh,1
7038,bradner,oh,1
7039,bremen,oh,1
7040,bridgeport,oh,2
7041,bristolville,oh,1
7042,broadview-heights,oh,1
7043,brook-park,oh,1
7044,brookfield,oh,1
7045,brooklyn,oh,1
7046,brookville,oh,1
7047,brunswick,oh,3
7048,bryan,oh,2
7049,buckeye-lake,oh,1
7050,bucyrus,oh,3
7051,burbank,oh,1
7052,burghill,oh,1
7053,butler,oh,1
7054,byesville,oh,1
7055,cadiz,oh,1
7056,caldwell,oh,1
7057,caledonia,oh,1
7058,cambridge,oh,2
7059,camden,oh,1
7060,canal-fulton,oh,2
7061,canal-winchester,oh,1
7062,canfield,oh,1
7063,canton,oh,13
7064,cardington,oh,1
7065,carey,oh,1
7066,carlisle,oh,1
7067,carroll,oh,1
7068,carrollton,oh,3
7069,castalia,oh,1
7070,cedarville,oh,1
7071,celina,oh,2
7072,centerburg,oh,1
7073,centerville,oh,1
7074,chardon,oh,2
7075,chesapeake,oh,1
7076,chesterland,oh,1
7077,chillicothe,oh,4
7078,cincinnati,oh,20
7079,circleville,oh,2
7080,cleveland,oh,18
7081,cleveland-heights,oh,2
7082,cleves,oh,1
7083,clyde,oh,2
7084,coldwater,oh,1
7085,columbiana,oh,1
7086,columbus,oh,34
7087,columbus-grove,oh,1
7088,conneaut,oh,3
7089,continental,oh,1
7090,convoy,oh,1
7091,copley,oh,1
7092,cortland,oh,3
7093,coshocton,oh,1
7094,covington,oh,1
7095,crestline,oh,1
7096,creston,oh,1
7097,cridersville,oh,1
7098,crooksville,oh,1
7099,crown-city,oh,1
7100,cuyahoga-falls,oh,2
7101,dalton,oh,1
7102,danville,oh,1
7103,dayton,oh,14
7104,deerfield,oh,1
7105,defiance,oh,5
7106,delaware,oh,1
7107,dellroy,oh,1
7108,delphos,oh,1
7109,delta,oh,1
7110,diamond,oh,1
7111,dillonvale,oh,1
7112,dover,oh,2
7113,dresden,oh,1
7114,duncan-falls,oh,1
7115,dundee,oh,1
7116,dunkirk,oh,1
7117,east-canton,oh,1
7118,east-cleveland,oh,1
7119,east-liverpool,oh,4
7120,east-palestine,oh,2
7121,east-sparta,oh,1
7122,eastlake,oh,3
7123,eaton,oh,2
7124,edgerton,oh,1
7125,elida,oh,1
7126,ellsworth,oh,1
7127,elmore,oh,1
7128,elyria,oh,6
7129,englewood,oh,1
7130,etna,oh,1
7131,euclid,oh,3
7132,fairborn,oh,4
7133,fairfield,oh,2
7134,fairport-harbor,oh,1
7135,fayette,oh,1
7136,fayetteville,oh,1
7137,felicity,oh,1
7138,findlay,oh,5
7139,flushing,oh,1
7140,forest,oh,1
7141,forest-park,oh,1
7142,fort-loramie,oh,1
7143,fort-recovery,oh,1
7144,fostoria,oh,3
7145,frankfort,oh,1
7146,franklin,oh,4
7147,franklin-furnace,oh,1
7148,fredericksburg,oh,1
7149,fredericktown,oh,1
7150,fremont,oh,2
7151,fulton,oh,1
7152,gahanna,oh,1
7153,galion,oh,3
7154,gallipolis,oh,3
7155,garfield-heights,oh,1
7156,garrettsville,oh,1
7157,geneva,oh,4
7158,genoa,oh,1
7159,georgetown,oh,1
7160,germantown,oh,1
7161,gibsonburg,oh,1
7162,girard,oh,1
7163,glouster,oh,1
7164,goshen,oh,2
7165,grafton,oh,2
7166,grand-rapids,oh,1
7167,gratiot,oh,1
7168,gratis,oh,1
7169,green-springs,oh,1
7170,greenfield,oh,1
7171,greenville,oh,2
7172,greenwich,oh,2
7173,grove-city,oh,2
7174,groveport,oh,1
7175,hamden,oh,1
7176,hamersville,oh,1
7177,hamilton,oh,8
7178,hanoverton,oh,1
7179,harrison,oh,1
7180,harrod,oh,1
7181,hartville,oh,1
7182,heath,oh,1
7183,hebron,oh,1
7184,hicksville,oh,1
7185,hillsboro,oh,4
7186,hiram,oh,1
7187,holgate,oh,1
7188,homeworth,oh,1
7189,hopedale,oh,1
7190,houston,oh,1
7191,howard,oh,1
7192,hubbard,oh,3
7193,huber-heights,oh,2
7194,huntsburg,oh,1
7195,huntsville,oh,1
7196,huron,oh,2
7197,independence,oh,1
7198,ironton,oh,4
7199,jackson,oh,2
7200,jamestown,oh,1
7201,jefferson,oh,1
7202,johnstown,oh,1
7203,junction-city,oh,1
7204,kalida,oh,1
7205,kansas,oh,1
7206,kent,oh,3
7207,kenton,oh,1
7208,kettering,oh,3
7209,killbuck,oh,1
7210,kingston,oh,1
7211,kinsman,oh,1
7212,kirtland,oh,1
7213,lagrange,oh,1
7214,lake-milton,oh,1
7215,lakemore,oh,1
7216,lakeside,oh,1
7217,lakeview,oh,1
7218,lakewood,oh,2
7219,lancaster,oh,5
7220,laura,oh,1
7221,leavittsburg,oh,1
7222,leesburg,oh,1
7223,leipsic,oh,1
7224,lewisburg,oh,1
7225,lexington,oh,1
7226,liberty-center,oh,1
7227,lima,oh,11
7228,lisbon,oh,1
7229,litchfield,oh,1
7230,little-hocking,oh,1
7231,lodi,oh,1
7232,logan,oh,2
7233,lorain,oh,10
7234,lore-city,oh,1
7235,loudonville,oh,1
7236,louisville,oh,4
7237,loveland,oh,2
7238,lowell,oh,1
7239,lucas,oh,1
7240,lucasville,oh,2
7241,lynchburg,oh,1
7242,madison,oh,2
7243,manchester,oh,1
7244,mansfield,oh,12
7245,mantua,oh,2
7246,maple-heights,oh,3
7247,marengo,oh,2
7248,marietta,oh,3
7249,marion,oh,4
7250,marshallville,oh,1
7251,martins-ferry,oh,1
7252,martinsburg,oh,1
7253,marysville,oh,2
7254,mason,oh,1
7255,massillon,oh,3
7256,masury,oh,1
7257,mayfield-heights,oh,1
7258,mcarthur,oh,2
7259,mcclure,oh,1
7260,mccomb,oh,1
7261,mcconnelsville,oh,1
7262,mcdonald,oh,1
7263,medina,oh,5
7264,mentor,oh,3
7265,mesopotamia,oh,1
7266,miamisburg,oh,2
7267,middleburg-heights,oh,1
7268,middlefield,oh,1
7269,middletown,oh,7
7270,midland,oh,1
7271,milford,oh,2
7272,milford-center,oh,1
7273,millbury,oh,1
7274,millersburg,oh,1
7275,millersport,oh,1
7276,mineral-city,oh,1
7277,mineral-ridge,oh,1
7278,minerva,oh,2
7279,minford,oh,1
7280,mingo-junction,oh,1
7281,mogadore,oh,2
7282,monroeville,oh,1
7283,montpelier,oh,1
7284,montville,oh,1
7285,mount-gilead,oh,2
7286,mount-healthy,oh,1
7287,mount-orab,oh,2
7288,mount-sterling,oh,1
7289,mount-vernon,oh,4
7290,mount-victory,oh,1
7291,mowrystown,oh,1
7292,munroe-falls,oh,1
7293,napoleon,oh,2
7294,nashport,oh,2
7295,navarre,oh,1
7296,neapolis,oh,1
7297,neffs,oh,1
7298,nelsonville,oh,2
7299,new-boston,oh,1
7300,new-bremen,oh,1
7301,new-carlisle,oh,3
7302,new-concord,oh,1
7303,new-holland,oh,1
7304,new-lebanon,oh,1
7305,new-lexington,oh,1
7306,new-london,oh,1
7307,new-madison,oh,1
7308,new-matamoras,oh,1
7309,new-middletown,oh,1
7310,new-paris,oh,1
7311,new-philadelphia,oh,4
7312,new-richmond,oh,1
7313,new-springfield,oh,1
7314,new-straitsville,oh,1
7315,new-washington,oh,1
7316,new-waterford,oh,1
7317,new-weston,oh,1
7318,newark,oh,3
7319,newbury,oh,1
7320,newcomerstown,oh,1
7321,newton-falls,oh,2
7322,newtonsville,oh,1
7323,niles,oh,3
7324,north-baltimore,oh,1
7325,north-bend,oh,1
7326,north-canton,oh,2
7327,north-jackson,oh,1
7328,north-kingsville,oh,1
7329,north-lewisburg,oh,1
7330,north-lima,oh,1
7331,north-olmsted,oh,2
7332,north-randall,oh,1
7333,north-ridgeville,oh,1
7334,northfield,oh,1
7335,northwood,oh,1
7336,norton,oh,3
7337,norwalk,oh,2
7338,oak-harbor,oh,2
7339,oak-hill,oh,1
7340,oakwood,oh,1
7341,oberlin,oh,1
7342,olmsted-falls,oh,1
7343,ontario,oh,1
7344,oregon,oh,4
7345,orient,oh,1
7346,orrville,oh,1
7347,orwell,oh,1
7348,ottawa,oh,1
7349,ottoville,oh,1
7350,owensville,oh,1
7351,oxford,oh,2
7352,painesville,oh,2
7353,painesville-twp,oh,1
7354,pandora,oh,1
7355,parma,oh,5
7356,pataskala,oh,1
7357,paulding,oh,2
7358,payne,oh,1
7359,pedro,oh,0
7360,peebles,oh,2
7361,pemberville,oh,1
7362,perry,oh,1
7363,perrysburg,oh,2
7364,perrysville,oh,1
7365,phillipsburg,oh,1
7366,pierpont,oh,1
7367,piketon,oh,3
7368,pioneer,oh,1
7369,piqua,oh,2
7370,plain-city,oh,1
7371,pleasant-city,oh,1
7372,pleasant-hill,oh,1
7373,pleasantville,oh,1
7374,plymouth,oh,1
7375,poland,oh,2
7376,pomeroy,oh,2
7377,port-clinton,oh,3
7378,port-washington,oh,1
7379,portsmouth,oh,2
7380,powhatan-point,oh,1
7381,proctorville,oh,2
7382,prospect,oh,1
7383,racine,oh,1
7384,ravenna,oh,6
7385,republic,oh,1
7386,reynoldsburg,oh,2
7387,richmond,oh,1
7388,richmond-dale,oh,1
7389,richmond-heights,oh,1
7390,richwood,oh,1
7391,ripley,oh,1
7392,risingsun,oh,1
7393,rittman,oh,1
7394,robertsville,oh,1
7395,rock-creek,oh,1
7396,rockbridge,oh,1
7397,rockford,oh,1
7398,rogers,oh,1
7399,rootstown,oh,1
7400,rossford,oh,1
7401,russells-point,oh,2
7402,rutland,oh,1
7403,sabina,oh,1
7404,saint-bernard,oh,1
7405,saint-clairsville,oh,1
7406,saint-henry,oh,1
7407,saint-marys,oh,1
7408,saint-paris,oh,2
7409,salem,oh,5
7410,salineville,oh,1
7411,sandusky,oh,4
7412,sardinia,oh,1
7413,savannah,oh,1
7414,scio,oh,1
7415,sciotoville,oh,1
7416,seaman,oh,1
7417,senecaville,oh,1
7418,seville,oh,1
7419,shadyside,oh,1
7420,sheffield-lake,oh,1
7421,sheffield-village,oh,1
7422,shelby,oh,1
7423,sherrodsville,oh,1
7424,sherwood,oh,1
7425,shreve,oh,1
7426,sidney,oh,3
7427,smithville,oh,1
7428,south-bloomfield,oh,1
7429,south-charleston,oh,1
7430,south-euclid,oh,2
7431,south-point,oh,1
7432,south-vienna,oh,1
7433,south-webster,oh,1
7434,southington,oh,1
7435,spencer,oh,1
7436,spencerville,oh,1
7437,springfield,oh,7
7438,steubenville,oh,2
7439,stoutsville,oh,1
7440,stow,oh,2
7441,strasburg,oh,1
7442,streetsboro,oh,1
7443,strongsville,oh,1
7444,struthers,oh,2
7445,stryker,oh,1
7446,suffield,oh,1
7447,sugarcreek,oh,1
7448,sullivan,oh,1
7449,sunbury,oh,1
7450,swanton,oh,2
7451,sylvania,oh,2
7452,tallmadge,oh,1
7453,the-plains,oh,1
7454,thompson,oh,1
7455,thornville,oh,1
7456,tiffin,oh,1
7457,tipp-city,oh,1
7458,toledo,oh,23
7459,toronto,oh,1
7460,trenton,oh,1
7461,trotwood,oh,3
7462,troy,oh,4
7463,tuppers-plains,oh,1
7464,twinsburg,oh,1
7465,uhrichsville,oh,3
7466,uniontown,oh,3
7467,upper-sandusky,oh,1
7468,urbana,oh,1
7469,valley-city,oh,1
7470,van-wert,oh,1
7471,vandalia,oh,1
7472,vermilion,oh,2
7473,versailles,oh,1
7474,vienna,oh,1
7475,vincent,oh,1
7476,wadsworth,oh,1
7477,wakeman,oh,1
7478,walbridge,oh,1
7479,wapakoneta,oh,1
7480,warren,oh,12
7481,warsaw,oh,1
7482,washington-ct-house,oh,1
7483,waterford,oh,1
7484,wauseon,oh,1
7485,waverly,oh,1
7486,waynesburg,oh,1
7487,waynesfield,oh,1
7488,waynesville,oh,1
7489,wellington,oh,1
7490,wellston,oh,2
7491,wellsville,oh,1
7492,west-alexandria,oh,1
7493,west-carrollton,oh,2
7494,west-chester,oh,1
7495,west-farmington,oh,1
7496,west-jefferson,oh,1
7497,west-lafayette,oh,1
7498,west-liberty,oh,1
7499,west-manchester,oh,1
7500,west-milton,oh,1
7501,west-portsmouth,oh,2
7502,west-salem,oh,1
7503,west-union,oh,1
7504,west-unity,oh,1
7505,westerville,oh,1
7506,weston,oh,1
7507,wheelersburg,oh,2
7508,whitehall,oh,1
7509,whitehouse,oh,1
7510,wickliffe,oh,1
7511,willard,oh,2
7512,williamsburg,oh,1
7513,williamsfield,oh,1
7514,willoughby,oh,2
7515,willowick,oh,1
7516,wilmington,oh,3
7517,windham,oh,2
7518,wintersville,oh,1
7519,woodsfield,oh,1
7520,woodville,oh,1
7521,wooster,oh,5
7522,xenia,oh,4
7523,yellow-springs,oh,1
7524,yorkville,oh,1
7525,youngstown,oh,20
7526,zanesville,oh,8
7527,achille,ok,1
7528,ada,ok,3
7529,adair,ok,1
7530,afton,ok,2
7531,agra,ok,1
7532,allen,ok,1
7533,altus,ok,2
7534,anadarko,ok,1
7535,antlers,ok,1
7536,apache,ok,1
7537,ardmore,ok,8
7538,asher,ok,1
7539,atoka,ok,1
7540,barnsdall,ok,1
7541,bartlesville,ok,3
7542,beaver,ok,1
7543,beggs,ok,1
7544,bethany,ok,2
7545,binger,ok,1
7546,bixby,ok,3
7547,blackwell,ok,1
7548,blair,ok,1
7549,blanchard,ok,3
7550,boise-city,ok,1
7551,bokchito,ok,1
7552,bokoshe,ok,1
7553,boswell,ok,1
7554,bristow,ok,1
7555,broken-arrow,ok,9
7556,broken-bow,ok,1
7557,buffalo,ok,1
7558,burneyville,ok,1
7559,burns-flat,ok,1
7560,byng,ok,1
7561,cache,ok,1
7562,caddo,ok,1
7563,calera,ok,1
7564,calvin,ok,1
7565,canadian,ok,1
7566,canton,ok,1
7567,carnegie,ok,1
7568,carney,ok,1
7569,catoosa,ok,2
7570,cement,ok,0
7571,chandler,ok,1
7572,checotah,ok,1
7573,chelsea,ok,1
7574,cherokee,ok,1
7575,cheyenne,ok,1
7576,chickasha,ok,1
7577,choctaw,ok,4
7578,chouteau,ok,1
7579,claremore,ok,7
7580,clayton,ok,1
7581,cleora,ok,1
7582,cleveland,ok,2
7583,clinton,ok,1
7584,coalgate,ok,1
7585,colbert,ok,1
7586,colcord,ok,1
7587,collinsville,ok,4
7588,comanche,ok,1
7589,commerce,ok,1
7590,cookson,ok,1
7591,copan,ok,1
7592,cordell,ok,1
7593,covington,ok,1
7594,coweta,ok,1
7595,coyle,ok,1
7596,crescent,ok,1
7597,cromwell,ok,1
7598,cushing,ok,2
7599,cyril,ok,1
7600,davis,ok,1
7601,del-city,ok,1
7602,depew,ok,1
7603,dewar,ok,1
7604,dewey,ok,2
7605,dibble,ok,1
7606,drumright,ok,1
7607,duncan,ok,5
7608,durant,ok,4
7609,earlsboro,ok,1
7610,edmond,ok,5
7611,el-reno,ok,2
7612,elgin,ok,1
7613,elk-city,ok,2
7614,elmore-city,ok,1
7615,enid,ok,7
7616,erick,ok,1
7617,eucha,ok,1
7618,eufaula,ok,4
7619,fairfax,ok,1
7620,fairland,ok,1
7621,fairview,ok,1
7622,fletcher,ok,1
7623,fort-cobb,ok,1
7624,fort-gibson,ok,2
7625,fort-towson,ok,1
7626,frederick,ok,1
7627,gans,ok,1
7628,garber,ok,1
7629,geary,ok,1
7630,geronimo,ok,1
7631,glencoe,ok,1
7632,glenpool,ok,1
7633,goldsby,ok,1
7634,gore,ok,2
7635,grandfield,ok,1
7636,granite,ok,1
7637,grove,ok,5
7638,guthrie,ok,3
7639,guymon,ok,1
7640,haileyville,ok,1
7641,hammon,ok,1
7642,harrah,ok,3
7643,hartshorne,ok,1
7644,haskell,ok,1
7645,haworth,ok,1
7646,healdton,ok,1
7647,heavener,ok,1
7648,hennessey,ok,1
7649,henryetta,ok,1
7650,hinton,ok,1
7651,hobart,ok,1
7652,holdenville,ok,1
7653,hollis,ok,1
7654,hominy,ok,1
7655,hooker,ok,1
7656,howe,ok,1
7657,hugo,ok,2
7658,hulbert,ok,1
7659,idabel,ok,1
7660,inola,ok,1
7661,jay,ok,2
7662,jenks,ok,1
7663,jennings,ok,1
7664,jones,ok,1
7665,kansas,ok,1
7666,kaw-city,ok,1
7667,kellyville,ok,1
7668,keota,ok,1
7669,ketchum,ok,1
7670,kiefer,ok,1
7671,kingfisher,ok,1
7672,kingston,ok,2
7673,kinta,ok,1
7674,konawa,ok,1
7675,lahoma,ok,0
7676,lane,ok,1
7677,langley,ok,1
7678,laverne,ok,1
7679,lawton,ok,10
7680,lebanon,ok,1
7681,lexington,ok,2
7682,lindsay,ok,1
7683,locust-grove,ok,1
7684,lone-grove,ok,1
7685,luther,ok,1
7686,macomb,ok,1
7687,madill,ok,1
7688,mangum,ok,1
7689,mannford,ok,2
7690,mannsville,ok,1
7691,marietta,ok,1
7692,marlow,ok,1
7693,maud,ok,1
7694,maysville,ok,1
7695,mcalester,ok,4
7696,mcloud,ok,1
7697,mead,ok,1
7698,medford,ok,1
7699,medicine-park,ok,1
7700,meeker,ok,2
7701,miami,ok,3
7702,midwest-city,ok,4
7703,minco,ok,1
7704,moore,ok,6
7705,mooreland,ok,1
7706,morris,ok,1
7707,mounds,ok,1
7708,mountain-view,ok,1
7709,muldrow,ok,2
7710,muskogee,ok,7
7711,mustang,ok,2
7712,newalla,ok,2
7713,newcastle,ok,1
7714,newkirk,ok,1
7715,ninnekah,ok,1
7716,noble,ok,2
7717,norman,ok,7
7718,north-enid,ok,1
7719,nowata,ok,1
7720,ochelata,ok,1
7721,oilton,ok,1
7722,okay,ok,1
7723,okeene,ok,1
7724,okemah,ok,1
7725,oklahoma-city,ok,33
7726,okmulgee,ok,2
7727,olustee,ok,1
7728,oologah,ok,1
7729,owasso,ok,3
7730,paden,ok,1
7731,panama,ok,1
7732,park-hill,ok,1
7733,pauls-valley,ok,1
7734,pawhuska,ok,1
7735,pawnee,ok,1
7736,peggs,ok,1
7737,perkins,ok,1
7738,perry,ok,2
7739,piedmont,ok,1
7740,pocola,ok,1
7741,ponca-city,ok,5
7742,porter,ok,1
7743,porum,ok,2
7744,poteau,ok,2
7745,prague,ok,1
7746,prue,ok,1
